"","taxon","parent","count","count_norm","avg","tax_name","tax_rank","tax_color"
"ubiome_bacteriacounts.224","671235","42214","20","311",NA,"Veillonellaceae bacterium oral taxon 155","species",NA
"ubiome_bacteriacounts.225","37636","270","17","264",NA,"Thermus scotoductus","species",NA
"ubiome_bacteriacounts.226","824","194","14","218",NA,"Campylobacter gracilis","species",NA
"ubiome_bacteriacounts.227","51666","31986","13","202",NA,"environmental samples","no_rank",NA
"ubiome_bacteriacounts.228","157692","32067","13","202",NA,"Leptotrichia goodfellowii","species",NA
"ubiome_bacteriacounts.229","31986","2323","13","202",NA,"unclassified Gram-positive bacteria","no_rank",NA
"ubiome_bacteriacounts.230","135045","51666","13","202",NA,"Firmicutes oral clone AO068","species",NA
"ubiome_bacteriacounts.231","82203","82202","12","187",NA,"Centipeda periodontii","species",NA
"ubiome_bacteriacounts.232","82202","31977","12","187",NA,"Centipeda","genus",NA
"ubiome_bacteriacounts.233","633701","838","11","171",NA,"Prevotella saccharolytica","species",NA
"ubiome_bacteriacounts.234","60133","838","10","156",NA,"Prevotella pallens","species",NA
"ubiome_bacteriacounts.235","727","724","10","156",NA,"Haemophilus influenzae","species",NA
"ubiome_bacteriacounts.236","242673","135058","10","156",NA,"Leptotrichia sp. oral clone GT018","species",NA
"ubiome_bacteriacounts.237","53419","157","9","140",NA,"Treponema socranskii","species",NA
"ubiome_bacteriacounts.238","167875","1297","9","140",NA,"unclassified Thermus/Deinococcus group","no_rank",NA
"ubiome_bacteriacounts.239","167876","167875","9","140",NA,"bacterium S119","species",NA
"ubiome_bacteriacounts.240","84566","200666","8","124",NA,"Sphingobacteriaceae","family",NA
"ubiome_bacteriacounts.241","51160","157","8","124",NA,"Treponema maltophilum","species",NA
"ubiome_bacteriacounts.242","117747","976","8","124",NA,"Sphingobacteriia","class",NA
"ubiome_bacteriacounts.243","200666","117747","8","124",NA,"Sphingobacteriales","order",NA
"ubiome_bacteriacounts.244","118884","1236","8","124",NA,"unclassified Gammaproteobacteria","no_rank",NA
"ubiome_bacteriacounts.245","45243","1016","8","124",NA,"Capnocytophaga haemolytica","species",NA
"ubiome_bacteriacounts.246","1140134","33811","8","124",NA,"gamma proteobacterium B3","species",NA
"ubiome_bacteriacounts.247","33811","118884","8","124",NA,"unclassified Gammaproteobacteria (miscellaneous)","no_rank",NA
"ubiome_bacteriacounts.248","936571","838","7","109",NA,"Prevotella sp. ICM55","species",NA
"ubiome_bacteriacounts.249","423349","84566","6","93",NA,"Mucilaginibacter","genus",NA
"ubiome_bacteriacounts.250","1234843","423349","6","93",NA,"Mucilaginibacter sp. BJC16-A6","species",NA
"ubiome_bacteriacounts.251","2124","2093","5","78",NA,"Mycoplasma salivarium","species",NA
"ubiome_bacteriacounts.252","2092","2085","5","78",NA,"Mycoplasmataceae","family",NA
"ubiome_bacteriacounts.253","195950","171551","5","78",NA,"Tannerella","genus",NA
"ubiome_bacteriacounts.254","31969","544448","5","78",NA,"Mollicutes","class",NA
"ubiome_bacteriacounts.255","2085","31969","5","78",NA,"Mycoplasmatales","order",NA
"ubiome_bacteriacounts.256","544448","2","5","78",NA,"Tenericutes","phylum",NA
"ubiome_bacteriacounts.257","2093","2092","5","78",NA,"Mycoplasma","genus",NA
"ubiome_bacteriacounts.258","1151688","200630","5","78",NA,"Peptostreptococcaceae bacterium canine oral taxon 066","species",NA
"ubiome_bacteriacounts.259","200630","186804","5","78",NA,"unclassified Peptostreptococcaceae","no_rank",NA
"ubiome_bacteriacounts.260","163589","84372","5","78",NA,"Eubacterium sp. oral clone DN050","species",NA
"ubiome_bacteriacounts.261","1164882","186803","4","62",NA,"Lachnoanaerobaculum","genus",NA
"ubiome_bacteriacounts.262","710240","32207","4","62",NA,"Rothia sp. oral taxon 188","species",NA
"ubiome_bacteriacounts.263","166578","134245","4","62",NA,"Porphyromonas sp. oral clone AW032","species",NA
"ubiome_bacteriacounts.264","68016","50742","4","62",NA,"unidentified Cytophagales OPB73","species",NA
"ubiome_bacteriacounts.265","50742","976","4","62",NA,"environmental samples","no_rank",NA
"ubiome_bacteriacounts.266","334582","134245","4","62",NA,"Porphyromonas sp. oral clone HF001","species",NA
"ubiome_bacteriacounts.267","671224","970","4","62",NA,"Selenomonas artemidis","species",NA
"ubiome_bacteriacounts.268","224773","134245","3","47",NA,"Porphyromonas sp. oral clone P4GB_100 P2","species",NA
"ubiome_bacteriacounts.269","221235","2323","3","47",NA,"candidate division SR1","no_rank",NA
"ubiome_bacteriacounts.270","237576","265975","3","47",NA,"Oribacterium sinus","species",NA
"ubiome_bacteriacounts.271","671234","42214","3","47",NA,"Veillonellaceae bacterium oral taxon 150","species",NA
"ubiome_bacteriacounts.272","649756","207244","3","47",NA,"Anaerostipes hadrus","species",NA
"ubiome_bacteriacounts.273","1263535","32207","3","47",NA,"Rothia sp. THG-T3","species",NA
"ubiome_bacteriacounts.274","1318","1301","3","47",NA,"Streptococcus parasanguinis","species",NA
"ubiome_bacteriacounts.275","207244","186803","3","47",NA,"Anaerostipes","genus",NA
"ubiome_bacteriacounts.276","760570","1318","3","47",NA,"Streptococcus parasanguinis ATCC 15912","no_rank",NA
"ubiome_bacteriacounts.277","1575","110932","3","47",NA,"Leifsonia xyli","species",NA
"ubiome_bacteriacounts.278","110932","85023","3","47",NA,"Leifsonia","genus",NA
"ubiome_bacteriacounts.279","85023","85006","3","47",NA,"Microbacteriaceae","family",NA
"ubiome_bacteriacounts.280","84108","84107","3","47",NA,"Slackia","genus",NA
"ubiome_bacteriacounts.281","84109","84108","3","47",NA,"Slackia exigua","species",NA
"ubiome_bacteriacounts.282","1226342","221235","3","47",NA,"SR1 bacterium oral taxon 875","species",NA
"ubiome_bacteriacounts.283","84567","84566","2","31",NA,"Pedobacter","genus",NA
"ubiome_bacteriacounts.284","454194","112074","2","31",NA,"Acidobacteriaceae bacterium K22","species",NA
"ubiome_bacteriacounts.285","112074","204434","2","31",NA,"unclassified Acidobacteriaceae","no_rank",NA
"ubiome_bacteriacounts.286","131550","2","2","31",NA,"Fibrobacteres/Acidobacteria group","superphylum",NA
"ubiome_bacteriacounts.287","204434","204433","2","31",NA,"Acidobacteriaceae","family",NA
"ubiome_bacteriacounts.288","487179","84567","2","31",NA,"Pedobacter sp. PhyCEm-147","species",NA
"ubiome_bacteriacounts.289","28221","68525","2","31",NA,"Deltaproteobacteria","class",NA
"ubiome_bacteriacounts.290","213115","28221","2","31",NA,"Desulfovibrionales","order",NA
"ubiome_bacteriacounts.291","194924","213115","2","31",NA,"Desulfovibrionaceae","family",NA
"ubiome_bacteriacounts.292","538","481","2","31",NA,"Eikenella","genus",NA
