"","taxon","parent","count","count_norm","avg","tax_name","tax_rank","tax_color"
"ubiome_bacteriacounts.293","539","538","2","31",NA,"Eikenella corrodens","species",NA
"ubiome_bacteriacounts.294","35832","194924","2","31",NA,"Bilophila","genus",NA
"ubiome_bacteriacounts.295","35833","35832","2","31",NA,"Bilophila wadsworthia","species",NA
"ubiome_bacteriacounts.296","204433","204432","2","31",NA,"Acidobacteriales","order",NA
"ubiome_bacteriacounts.297","204432","57723","2","31",NA,"Acidobacteriia","class",NA
"ubiome_bacteriacounts.298","554406","32067","2","31",NA,"Leptotrichia hongkongensis","species",NA
"ubiome_bacteriacounts.299","358","1183400","2","31",NA,"Agrobacterium tumefaciens","species",NA
"ubiome_bacteriacounts.300","1183400","357","2","31",NA,"Agrobacterium tumefaciens complex","species_group",NA
"ubiome_bacteriacounts.301","357","227290","2","31",NA,"Agrobacterium","genus",NA
"ubiome_bacteriacounts.302","227290","82115","2","31",NA,"Rhizobium/Agrobacterium group","no_rank",NA
"ubiome_bacteriacounts.303","82115","356","2","31",NA,"Rhizobiaceae","family",NA
"ubiome_bacteriacounts.304","356","28211","2","31",NA,"Rhizobiales","order",NA
"ubiome_bacteriacounts.305","216851","541000","2","31",NA,"Faecalibacterium","genus",NA
"ubiome_bacteriacounts.306","163588","129591","2","31",NA,"Actinomyces sp. oral clone DR002","species",NA
"ubiome_bacteriacounts.307","186823","1385","2","31",NA,"Alicyclobacillaceae","family",NA
"ubiome_bacteriacounts.308","153493","334107","2","31",NA,"Conchiformibius steedae","species",NA
"ubiome_bacteriacounts.309","334107","481","2","31",NA,"Conchiformibius","genus",NA
"ubiome_bacteriacounts.310","1260","150022","2","31",NA,"Finegoldia magna","species",NA
"ubiome_bacteriacounts.311","57723","131550","2","31",NA,"Acidobacteria","phylum",NA
"ubiome_bacteriacounts.312","508458","2","2","31",NA,"Synergistetes","phylum",NA
"ubiome_bacteriacounts.313","649775","508458","2","31",NA,"Synergistia","class",NA
"ubiome_bacteriacounts.314","129337","186817","2","31",NA,"Geobacillus","genus",NA
"ubiome_bacteriacounts.315","186817","1385","2","31",NA,"Bacillaceae","family",NA
"ubiome_bacteriacounts.316","649776","649775","2","31",NA,"Synergistales","order",NA
"ubiome_bacteriacounts.317","1151719","649776","2","31",NA,"unclassified Synergistales","no_rank",NA
"ubiome_bacteriacounts.318","1151732","1151719","2","31",NA,"Synergistales bacterium canine oral taxon 390","species",NA
"ubiome_bacteriacounts.319","543310","538999","2","31",NA,"Clostridiales Family XI. Incertae Sedis","family",NA
"ubiome_bacteriacounts.320","150022","543310","2","31",NA,"Finegoldia","genus",NA
"ubiome_bacteriacounts.321","29330","186823","2","31",NA,"Alicyclobacillus","genus",NA
